Source_File,Page_Number,Formal_Context,Formal_Query,Colloquial_Query
RAUVISIO noir Technical Guide.pdf,8,"08 Gluing
NOTICE
T o reduce the risk of damage use the following gluing procedures.
Storage
Glue must be stored in the same conditions as the other materials (laminate, balancing element, core) so it has a similar temperature 
for pressing.
Cleaning before gluing
Before gluing, carefully clean the surface as well as the rear of the laminate in order to remove any traces of surface dirt or 
processing residues. Also clean the surface of the core to avoid problems and defects after pressing. Use soft bristle brushes or air.
Gluing
 ▪ It is very important to spread the glue carefully so it is evenly distributed over the entire board
 ▪ Glue can be manually spread by a roller, a brush, or a roller system 
 ▪ Opposing roller dispensers can allow for double-sided pressing on a single core
Types of glue
Various types of glues can be used during pressing and additional applications. All glue parameters need to be implemented based 
on the data provided by the glue supplier
1.  PVC glue
This type of glue is employed to glue laminates on wood-based core, on plasterboard, expanded cement, etc.
2.  Contact glue (Neoprene)
A thermoplastic glue used with cold-pressing which provides the option of metal pressing. Must be applied on the laminate and on 
the core with a brush or comb. When the glue is dry to the touch, the sheets can be pressed one against the other. Do not allow the 
glue to dry too much before pressing, or the gluing will not stick. When pressing, exert brief but strong pressure (8 – 10 kg/cm2 for at 
least 1 min). The amount of glue used ranges from 150 – 200 g/m2.
3.  Thermosetting glues
Use with hot presses (100-150°C) with pressure ranging between 5 and 10 kg/cm2 for 50 – 100 sec. The amount of glue usually 
applied is 90 – 150 g/m2. Excellent results can be found for a variety of applications. When gluing laminate on polystyrene, do not 
use glues with solvents that may melt the materials. Resorcin-formaldehyde is also recommended for aluminum gluing.
Support Urea formaldehyde
Melanin 
formaldehyde Resorcin formaldehyde Polyurethane Epoxy
Wood X X X X X
Paper-based alveolar X X X X X
PVC X X
Polystyrene X X
Polyurethane X X
Plasterboard X
Metal X X X
Parameters Hot   press Cold   press
Amount of glue g/m2 70 - 80 90 - 100
T emperature °C 60 - 70 20
Pressure kg/cm2 4 - 5 4 - 5
Pressing time 40 - 60 sec 20 - 50 min
 08","What are the recommended storage conditions for glue, and how do they relate to the temperature requirements for pressing?",Can I just store my glue in a warm place like my garage?
RAUVISIO noir Technical Guide.pdf,9,"09 Hole drilling
NOTICE
T o reduce the risk of damage use the following hole 
drilling procedures.
Drilling laminate and boards
Laminate drilling can be carried out by means of a 
helicoidal point. The point angle must range between 60° 
and 80° (metal usually uses a 120° angle). A thread with a 
very rapid propeller and deep grooves is required to 
quickly remove the shavings. High speed drilling provides 
better results with a recommended speed of 
approximately 1000 tr/mn. Drilling speed must range 
between 20 and 50 mm/mn.
Place a piece of wood underneath the laminate to avoid 
splinters when the point penetrates the laminate. The 
screw holes must exceed the diameter of the screw or 
point by 1 or 2 mm to avoid cracking the laminate after 
assembly due to pressure.
Ensure that the holes provided for fixing purposes have a 
diameter of 1 or 2 mm greater than the body of the 
screws or nails.
Always round cut angles; protruding angles can cause 
the laminate to develop cracks.
Large-sized holes
It is recommended to use a saw drill or adjustable cutting 
tool to make holes exceeding 1/2 in.
09","What are the recommended hole drilling procedures for laminate and boards, considering factors such as point angle, thread design, and drilling speed to minimize damage risk?",How do I drill holes in my laminate without messing it up? What's the best way to avoid splinters and cracking?
RAUVISIO noir Technical Guide.pdf,10,"10 Cutting
NOTICE
T o reduce the risk of damage use the following cutting 
procedures.
Saw
The aspect of the cut edge depends on various factors, 
such as the regulation of the blade in height. We 
recommend you conduct preliminary tests before starting 
any manufacturing process in order to make the required 
adjustment.
Place the RAUVISIO noir panel with the decorative side in 
the opposite direction to the rotation of the blade. Make 
sure the sheet is well supported and secured with an 
adjustable height pressure tool to prevent movement and 
vibration. Make sure that the saw blade is aligned with 
the worktop and has the right depth. If you are cutting a 
particle board with pressed laminate on both sides, we 
recommend a cutting depth not exceeding the thickness 
of the panel by more than 10 mm. In this way, you will 
prevent the laminate from splinting. You will need to 
allow as little room as possible between the surface of 
the workbench and the panel.
Should any splits be noticed on the top side of the 
laminate, we recommend you slightly lift the blade. On 
the other hand, should this situation be observed on the 
lower side, it is advisable to lower the blade. We 
recommend you perform cutting on a workbench 
equipped with saw and tracer.
It is also possible to cut several sheets together. In the 
case of panels with decoration on one side only, all
sheets should be placed with their decorative sides facing 
upward. Alternatively, the stack of sheets should be 
placed on a “sacrificial panel” that has the same or 
superior hardness and texture as those being cut to 
shape.
Recommended specification for circular saws:
 ▪ T ooth pitch: 10 to 15 mm
 ▪ Cutting speed: 3,000 to 4,000 rpm
 ▪ Tip speed: 60 to 100 m/s
 ▪ Forward speed: 15 to 30 m/min
Use blades with a cutting edge in hard metal, such as a 
Chrome-Vanadium alloy. Ensure the blades are not too 
thin, since this could cause vibrations and and crack the 
laminate.
Manual tools
Files and abrasive paper can be used. Always start from 
the visible side using a flat line. Work on the finish using 
a thin lime or abrasive paper.
Milling machine
In most cases a manual electric milling machine is 
employed to remove the excess laminate. During this 
operation, the visible side can be protected by means of 
another sheet of laminate placed between the milling 
machine and the visible side. With right-angle or slant 
profiles, use milling cutter heads with a straight or slant 
blade.
Workbench tools
For milling by means of a workbench milling machine, we 
recommend you use normal and vertical milling 
machines.
T ool wear
Wear depends on the type and shape of the tools 
employed, on the type of support and on the quality of 
cut required.
 10","What are the recommended cutting procedures for minimizing damage to the RAUVISIO noir panel when using a circular saw, and what factors affect the quality of the cut edge?",How do I safely cut this fancy panel without messing it up?
RAUVISIO noir Technical Guide.pdf,11,"11 Maintenance and cleaning
NOTICE
RAUVISIO noir is extremely durable and requires little maintenance. T o reduce the risk of damage and to achieve good results when 
removing stains, follow the indications listed below.
Ordinary maintenance
Clean the panels with a damp cloth. Most stains are removed with water and an ordinary gentle household soap. With resistant 
stains, a more concentrated soap can be used. Always dry with a clean cloth.
Slightly dirty surfaces - daily maintenance
Soak a clean cloth in water containing a household soap or detergent. Use a damp cloth to clean the surface. Wipe with a clean, dry 
cloth.
Dirty surfaces - cleaning thoroughly
Remove the dirt. Soak a clean cloth in water containing household soap and wring it. As you wipe the surface clean, ensure you 
always move the cloth in the direction of the casework. You can also soak a clean cloth in water containing alcohol or a similar 
product, and clean the surface. Wipe with a clean, dry cloth.
T o be avoided
Never use abrasive or particularly aggressive products, such as steel wool, abrasive powder or other furniture polishes, because they 
can cause irreparable surface scratches.
Stain removal
Detergent products 
for home use
Alcohol, window 
cleaning products
T urpentine oil, acetone, 
perchloroethylene
Special solvents, 
graffiti solvents
Finger marks X
Grease, oil X X
Shoe marks X X
Soot, nicotine X
Ink X X
Coffee, tea X
Fruit juice X
Chalk, fountain pen ink X
Markers X X
Paint X X X
Glue It is not possible to remove certain types of glue, especially dried 
bicomponent glues, without damaging the surface. X
Lipstick, shoe-polish, wax X
Lime, calcareous deposits Remove them with a 10% acetic acid solution. Be very careful when using scale removers, since they might contain highly corrosive 
substances which will damage the surface of the laminate.     
Rust X Employ a citric acid solution for resistant stains.
Stains caused by paint, markers, pen ink, etc.
Use organic solvents, such as denatured alcohol, turpentine oil, acetone, graffiti solvents, etc. Remove solvent residues with water 
containing a household soap. Do not use a nitrocellulose-based thinner. Always conduct cleaning operations in an airy room and 
away from open flames.
Note: After removing stains, carefully clean the surface with soapy water. Dry the panel.
11","What are the recommended methods for removing various types of stains from RAUVISIO noir surfaces, and what precautions should be taken to avoid damaging the material?",How do I get rid of stubborn stains on my RAUVISIO noir stuff? Can I use anything like Windex or nail polish remover?
RAUVISIO noir Technical Guide.pdf,12,"Properties T est method Property or attribute Unit Results
Surface quality EN 438-2.4
Spots, dirt and similar surface 
defects mm2/ms ≤ 1
Fibers, hair and scratches mm2/m2 ≤ 10
Dimensional tolerances
EN 438-2.5 Thickness tolerence mm 0.9 + 0.10 
EN 438-2.6 Length and width mm ± 10 / 0
EN 438-2.7 Straightness of edge mm/m ≤ 1.5
EN 438-2.8 Squareness mm/m ≤ 1.5
EN 438-2.9 Flatness mm/m ≤ 60
Resistance to surface wear EN 438-2.10 Initial point Revolutions ≥ 200
Resistance to immerson in 
boiling water EN 438-2.12 Appearance Ratings ≥ 4
Resistance to water vapor EN 438-2.14 Appearance Ratings ≥ 4
Resistance to dry heat 
(180°C) EN 438-2.16 Appearance Ratings ≥ 4
Resistance to wet heat 
(100°C) EN 12721:1997 Appearance Ratings ≥ 4
Dimensionsal stability at high 
temperatures EN 438-2.17
Cumulative dimensional 
change Longitudinal % ≤ 0.55
Cumulative dimensional 
change T ransversal % ≤ 1.05
Resistance to impact with 
small diameter ball EN 438-2.20 Spring force N ≥ 21
Resistance to impact with 
large diameter ball EN 438-2.21
Drop height mm ≥ 1000
Indentation diameter mm ≤ 10
Resistance to cracking EN 438-2.23 Appearance Rating ≥ 4
Resistance to scratching EN 438-2.25 Appearance Rating ≥ 4
Resistance to staining EN 438-2.26
Appearance - Group 1 and 2 Rating 5
Appearance - Group 3 Rating ≥ 4
Light fastness 
(xenon-arc) EN 438-2.27 Contrast Grey scale rating ≥ 4
Gloss level ISO 2813 Surface specular reflectance Gloss unit 5-15
(measured at 85°)
12 Data sheet
12","What are the specific standards and tolerances for the surface quality, dimensional stability, and resistance to various forms of wear and heat exposure in this product manual?","How does this thing hold up to scratches, water, heat, and other kinds of abuse?"
RAUVISIO noir Technical Guide.pdf,13,"Properties T est method Property or attribute Unit Results
Electrostatic property EN 61340-4-1
Surface electrical resistance: 
Point to point resistance
Vertical resistance
ohms
ohms
7.76 x 1011
1.23 x 1011
Density EN ISO 1183 Density g/cm3 ≥ 1.35
Resistance to micro scratches EN 438-2.30 Visual assessment Rating 5
 Acids resistance                 SEFA 8-PL-2016 
Section 8.1 Chemical spot test pass/not pass pass
Hygiene (suitability for food service) NSF NSF/ANSI 35 mg/m3 pass
Contact with food - overall migration
EN 1186-3 3% acetic acid 24h @ 40°C mg/dm2 0.5
EN 1186-3 50% ethanol 24h @ 40°C mg/dm2 0.6
EN 1186-14 95% ethanol 24 h @ 40°C mg/dm2 1.0
EN 1186-14 isoctane 24h @ 40°C mg/dm2 < 0.1
Contact with food - 
formaldehyde specific migration EN 13130-23 3% acetic acid 24h @ 40°C mg/kg < 15
Formaldehyde emissions EN 13986 Formaldehyde emission rating Rating E1
VOC emissions AFNOR NF EN ISO 16000-9
Classification mg/m3 A+
Formaldehyde mg/m3 ≤ 0.002
Acetaldehyde mg/m3 ≤ 0.002
T oluene mg/m3 ≤ 0.002
T etrachlorethylene mg/m3 ≤ 0.002
Xylene mg/m3 ≤ 0.002
T rimethylbenzene mg/m3 ≤ 0.002
TVOC mg/m3 ≤ 0.01
Evaluation of micro-organisms action JIS Z 2801:2010 Antimicrobial activity after  
24h at 35°C
bacterial viability: log reduction
reduction %
> 3.6
> 99.975
Phenol free EN ISO 16000-9 Phenol content in resin Phenol free
Reaction to fire - standard version ASTM E84-20 Flame spread and smoke 
developed Classification Class B
Reaction to fire - FR version ASTM E84-20 Flame spread and smoke 
developed Classification Class A
 13","What are the specific standards and regulations that govern the electrostatic property, surface electrical resistance, density, and reaction to fire of this product?",Is this stuff safe for food contact? Can it withstand some scratches and chemicals?
RAUVISIO noir Technical Guide.pdf,14,"Customer Service Contacts
Hours    Monday to Friday, 8 am to 6:30 pm EST
Email     orders.us@rehau.com
www.na.rehau.com/cabinetdoors
United States 
Phone (888) 734-2810     Fax (616) 285-7622
Canada
Phone (888) 905-0345     Fax (514) 905-0490
For updates to publication, visit  na.rehau.com/resourcecenter
The information contained herein is believed to be reliable, but no 
representations, guarantees or warranties of any kind are made as 
to its accuracy, suitability for particular applications or the results 
to be obtained therefrom. Before using, the user will determine 
suitability of the information for user’s intended use and shall 
assume all risk and liability in connection therewith.    
© 2022  REHAU       122.01   10.2022","What are the standard operating hours for contacting REHAU's customer service team in the United States, and what are the recommended communication channels for submitting inquiries or placing orders?","Hey, what time can I call you guys on a weekday? And how do I send an email or order something online?"
RAUVISIOnoir-compactSpecSheets.pdf,1,"RAUVISIO noir™  compact Monotonic Matte Surface Panels
Section 06400
Architectural millwork specification information
01 General 
1.1 Related sections
 A. Section 06410 – Custom cabinets
 B. Section 12320 – Manufactured wood casework
 C. Section 12350 – Specialty casework
 D. Section 102113 - T oilet compartments
1.2 Submittals
 A. Submit under provisions of Section 01300
 B. Manufacturer’s data sheets on product being used
  1. RAUVISIO noir technical information 
1.3 Quality assurance and testing
 A. Installer qualifications: Cabinet/millwork professional
 B. T esting information can be found in the RAUVISIO noir technical information
1.4 Storage and handling
 A. Store products in manufacturer’s unopened packaging until ready for installation.
 B. Store in dry, protected, well-ventilated area and protect from damage.
 C. Store away from dust and debris.
1.5 Safety 
 A. T o ensure safety and proper use of the product, follow manufacturer‘s safety guidelines found in the RAUVISIO noir technical  
      information.
1.6 Project conditions
 A. Maintain environmental conditional (temperature, humidity, and ventilation) within limits recommended by manufacturer for 
      optimal results. Do not install products under environmental conditions outside manufacturer’s absolute limits.
1.7 Warranty
 A. Provide manufacturer’s limited warranty 
02 Products
2.1  Manufacturers
 A. Acceptable manufacturer: REHAU Industries LLC 
    1501 Edwards Ferry Road NE Leesburg, VA 20176 
    (703) 777-5255 | info@rehau.com | www.rehau.com/us-en 
  B. Substitutions: Not permitted.
 C. Requests for substitutions will be considered in accordance with provisions of Section 01600.
2.2  RAUVISIO noir  compact Monotonic Matte Surface Panels by REHAU Industries
 A. Approved product: REHAU’s RAUVISIO noir compact Monotonic Matte Surface Panels
  1. RAUVISIO noir compact Monotonic Matte Surface Panels fabricated by approved fabricator
   a. 12 mm RAUVISIO noir compact Monotonic Matte Surface Panels After Dark 154708
   b. 12 mm RAUVISIO noir compact Monotonic Matte Surface Panels Casa Blanca 154705
   c. 12 mm RAUVISIO noir compact Monotonic Matte Surface Panels Smoke Stack 154710",What are the specific storage and handling requirements for RAUVISIO noir compact Monotonic Matte Surface Panels to ensure optimal performance and prevent damage during installation?,How do I store these panels so they don't get messed up before I put them in?
RAUVISIOnoir-compactSpecSheets.pdf,2,"03 Execution
3.1  Examination
 A. Do not begin installation until all products are properly prepared and hardware installed.
3.2  Installation
 A. Install in accordance to manufacturer’s instructions found in the RAUVISIO noir technical information using screw on European   
      concealed hinges.
3.3  Protection
 A. Protect installed product until completion of project.
 B. Remove peel coat after installation of product.
04 Links
 
 4.1 RAUVISIO noir compact technical information
 www.rehau.com/downloads/1044082/rauvisio-noir-technical-information.pdf
4.2  RAUVISIO noir compact panel limited warranty
 www.rehau.com/downloads/734738/standard-purchase-terms-and-conditions.pdf
4.3  RAUVISIO noir compact
 na.rehau.com/noir-compact","What are the specific preparation and hardware installation requirements for commencing the execution of RAUVISIO noir products, as outlined in the manufacturer's instructions?",Can I start installing my RAUVISIO noir stuff only after I've got all the necessary parts and it's all set up?
RAUVISIOnoirSpecSheets.pdf,1,"RAUVISIO noir™ Monotonic Matte Surface Laminate 
Section 06400
Architectural millwork specification information
01 General 
1.1 Related sections
 A. Section 06410 – Custom cabinets
 B. Section 12320 – Manufactured wood casework
 C. Section 12350 – Specialty casework
1.2 Submittals
 A. Submit under provisions of Section 01300
 B. Manufacturer’s data sheets on product being used
  1. RAUVISIO noir technical information 
1.3 Quality assurance and testing
 A. Installer qualifications: Cabinet/millwork professional
 B. T esting information can be found in the RAUVISIO noir technical information
1.4 Storage and handling
 A. Store products in manufacturer’s unopened packaging until ready for installation.
 B. Store in dry, protected, well-ventilated area and protect from damage.
 C. Store away from dust and debris.
1.5 Safety 
 A. T o ensure safety and proper use of the product, follow manufacturer‘s safety guidelines found in the RAUVISIO noir technical  
      information.
1.6 Project conditions
 A. Maintain environmental conditional (temperature, humidity, and ventilation) within limits recommended by manufacturer for 
     optimal results. Do not install products under environmental conditions outside manufacturer’s absolute limits.
1.7 Warranty
 A. Provide manufacturer’s limited warranty 
02 Products
2.1  Manufacturers
 A. Acceptable manufacturer: REHAU Industries LLC 
    1501 Edwards Ferry Road NE Leesburg, VA 20176 
    (703) 777-5255 | info@rehau.com | www.rehau.com/us-en 
  B. Substitutions: Not permitted.
 C. Requests for substitutions will be considered in accordance with provisions of Section 01600.
2.2  RAUVISIO noir Monotonic Matte Surface Laminate by REHAU Industries
 A. Approved product: REHAU’s RAUVISIO noir Monotonic Matte Surface Laminate
  1. RAUVISIO noir Monotonic Matte Surface Laminate fabricated by approved fabricator
   a. 0.9 mm RAUVISIO noir Monotonic Matte Surface Laminate After Dark 154708
   b. 0.9 mm RAUVISIO noir Monotonic Matte Surface Laminate Boxcar Blonde 154714
   c. 0.9 mm RAUVISIO noir Monotonic Matte Surface Laminate Capital Starlit 154706
   d. 0.9 mm RAUVISIO noir Monotonic Matte Surface Laminate Casa Blanca 154705
   e. 0.9 mm RAUVISIO noir Monotonic Matte Surface Laminate Gaslit Alley 154712
   f. 0.9 mm RAUVISIO noir Monotonic Matte Surface Laminate High Low 154707
   g. 0.9 mm RAUVISIO noir Monotonic Matte Surface Laminate Maltese Mist 154704
   h. 0.9 mm RAUVISIO noir Monotonic Matte Surface Laminate Midnight Dash 154713","What are the specific requirements for storing and handling RAUVISIO noir Monotonic Matte Surface Laminate products to ensure optimal results, as outlined in Section 06400 of the product manual?",How do I store this fancy laminate stuff so it doesn't get messed up?
RAUVISIOnoirSpecSheets.pdf,2,"i. 0.9 mm RAUVISIO noir Monotonic Matte Surface Laminate Olive Detour 154715
   j. 0.9 mm RAUVISIO noir Monotonic Matte Surface Laminate Silver Lake 154709
   k. 0.9 mm RAUVISIO noir Monotonic Matte Surface Laminate Smoke Stack 154710
   l. 0.9 mm RAUVISIO noir Monotonic Matte Surface Laminate T rench Coat 154711
   m. 0.9 mm RAUVISIO noir Monotonic Matte Surface Laminate Platinum Sands 155001
   n. 0.9 mm RAUVISIO noir Monotonic Matte Surface Laminate Gimlet Haze 155064
   o. 0.9 mm RAUVISIO noir Monotonic Matte Surface Laminate Decoy Dusk 155065
   p. 0.9 mm RAUVISIO noir Monotonic Matte Surface Laminate Sierra Social 155000
   q. 0.9 mm RAUVISIO noir Monotonic Matte Surface Laminate T aupe Farewell 155063 
2.3  RAUVISIO noir matching edgebanding by REHAU Industries
 A. Approved product: REHAU LaserEdge™ edgebanding
  1. RAUVISIO noir Elegant Matte REHAU LaserEdge edgebanding, fabricated by approved manufacturer
   a. 15/16“ x 1.2 mm REHAU LaserEdge Elegant Matte After Dark 140339
   b. 15/16“ x 1.2 mm REHAU LaserEdge Elegant Matte Boxcar Blonde 140958
   c. 15/16“ x 1.2 mm REHAU LaserEdge Elegant Matte Capital Starlit 140038
   d. 15/16“ x 1.2 mm REHAU LaserEdge Elegant Matte Casa Blanca 78919
   e. 15/16“ x 1.2 mm REHAU LaserEdge Elegant Matte Gaslit Alley 71436
   f. 15/16“ x 1.2 mm REHAU LaserEdge Elegant Matte High Low 78828
   g. 15/16“ x 1.2 mm REHAU LaserEdge Elegant Matte Maltese Mist 140986
   h. 15/16“ x 1.2 mm REHAU LaserEdge Elegant Matte Midnight Dash 140622
   i. 15/16“ x 1.2 mm REHAU LaserEdge Elegant Matte Olive Detour 140607
   j. 15‘16“ x 1.2 mm REHAU LaserEdge Elegant Matte Silver Lake 71407
   k. 15/16“ x 1.2 mm REHAU LaserEdge Elegant Matte Smoke Stack 140614
   l. 15/16“ x 1.2 mm REHAU LaserEdge Elegant Matte T rench Coat 140337
   m. 15/16“ x 1.2 mm REHAU LaserEdge Elegant Matte Platinum Sands C200838
   n. 15/16“ x 1.2 mm REHAU LaserEdge Elegant Matte Gimlet Haze C700208
   o. 15/16“ x 1.2 mm REHAU LaserEdge Elegant Matte Decoy Dusk C600897
   p. 15/16“ x 1.2 mm REHAU LaserEdge Elegant Matte Sierra Social C300357
   q. 15/16“ x 1.2 mm REHAU LaserEdge Elegant Matte T aupe Farewell C400815
03 Execution
3.1  Examination
 A. Do not begin installation until all products are properly prepared and hardware installed.
3.2  Installation
 A. Install in accordance to manufacturer’s instructions found in the RAUVISIO noir technical information using screw on European   
      concealed hinges.
3.3  Protection
 A. Protect installed product until completion of project.
 B. Remove peel coat after installation of product.
04 Links
 
4.1 RAUVISIO noir technical information
 www.rehau.com/downloads/1044082/rauvisio-noir-technical-information.pdf
4.2  RAUVISIO noir laminate and edgeband limited warranty
 www.rehau.com/downloads/734738/standard-purchase-terms-and-conditions.pdf
4.3  RAUVISIO noir
 na.rehau.com/noir","What are the specific laminate and edgebanding options available for RAUVISIO noir products, and how do they differ in terms of their surface finishes and color palettes?","Hey, what's the deal with all these weird names for the laminate and edgebanding? Can I get a list of the different colors and finishes?"
RAUVISIOnoirSpecSheets.pdf,3,"RAUVISIO noir™ Monotonic Matte Surface Board 
Section 06400
Architectural millwork specification information
01 General 
1.1 Related sections
 A. Section 06410 – Custom cabinets
 B. Section 12320 – Manufactured wood casework
 C. Section 12350 – Specialty casework
1.2 Submittals
 A. Submit under provisions of Section 01300
 B. Manufacturer’s data sheets on product being used
  1. RAUVISIO noir technical information 
1.3 Quality assurance and testing
 A. Installer qualifications: Cabinet/millwork professional
 B. T esting information can be found in the RAUVISIO noir technical information
1.4 Storage and handling
 A. Store products in manufacturer’s unopened packaging until ready for installation.
 B. Store in dry, protected, well-ventilated area and protect from damage.
 C. Store away from dust and debris.
1.5 Safety 
 A. T o ensure safety and proper use of the product, follow manufacturer‘s safety guidelines found in the RAUVISIO noir technical  
      information.
1.6 Project conditions
 A. Maintain environmental conditional (temperature, humidity, and ventilation) within limits recommended by manufacturer for 
  optimal results. Do not install products under environmental conditions outside manufacturer’s absolute limits.
1.7 Warranty
 A. Provide manufacturer’s limited warranty 
02 Products
2.1  Manufacturers
 A. Acceptable manufacturer: REHAU Industries LLC  
    1501 Edwards Ferry Road NE Leesburg, VA 20176 
    (703) 777-5255 | info@rehau.com | www.rehau.com/us-en 
  B. Substitutions: Not permitted.
 C. Requests for substitutions will be considered in accordance with provisions of Section 01600.
2.2  RAUVISIO noir Monotonic Matte Surface Board by REHAU Industries
 A. Approved product: REHAU’s RAUVISIO noir Monotonic Matte Surface Board
  1. RAUVISIO noir Monotonic Matte Surface Laminate fabricated by approved fabricator
   a. 19.5 mm RAUVISIO noir Monotonic Matte Surface Board After Dark 154708
   b. 19.5 mm RAUVISIO noir Monotonic Matte Surface Board Boxcar Blonde 154714
   c. 19.5 mm RAUVISIO noir Monotonic Matte Surface Board Capital Starlit 154706
   d. 19.5 mm RAUVISIO noir Monotonic Matte Surface Board Casa Blanca 154705
   e. 19.5 mm RAUVISIO noir Monotonic Matte Surface Board Gaslit Alley 154712
   f. 19.5 mm RAUVISIO noir Monotonic Matte Surface Board High Low 154707
   g. 19.5 mm RAUVISIO noir Monotonic Matte Surface Board Maltese Mist 154704
   h. 19.5 mm RAUVISIO noir Monotonic Matte Surface Board Midnight Dash 154713","What are the specific storage and handling requirements for RAUVISIO noir Monotonic Matte Surface Boards, as outlined in Section 06400 of the product manual?",How do I store these boards so they don't get damaged or dusty?
RAUVISIOnoirSpecSheets.pdf,4,"i. 19.5 mm RAUVISIO noir Monotonic Matte Surface Board Olive Detour 154715
   j. 19.5 mm RAUVISIO noir Monotonic Matte Surface Board Silver Lake 154709
   k. 19.5 mm RAUVISIO noir Monotonic Matte Surface Board Smoke Stack 154710
   l. 19.5 mm RAUVISIO noir Monotonic Matte Surface Board T rench Coat 154711
   m. 19.5 mm RAUVISIO noir Monotonic Matte Surface Board Platinum Sands 155001
   n. 19.5 mm RAUVISIO noir Monotonic Matte Surface Board Gimlet Haze 155064
   o. 19.5 mm RAUVISIO noir Monotonic Matte Surface Board Decoy Dusk 155065
   p. 19.5 mm RAUVISIO noir Monotonic Matte Surface Board Sierra Social 155000
   q. 19.5mm RAUVISIO noir Monotonic Matte Surface Board T aupe Farewell 155063 
2.3  RAUVISIO noir matching edgebanding by REHAU Industries
 A. Approved product: REHAU LaserEdge™ edgebanding
  1. RAUVISIO noir Elegant Matte REHAU LaserEdge edgebanding, fabricated by approved manufacturer
   a. 15/16“ x 1.2 mm REHAU LaserEdge Elegant Matte After Dark 140339
   b. 15/16“ x 1.2 mm REHAU LaserEdge Elegant Matte Boxcar Blonde 140958
   c. 15/16“ x 1.2 mm REHAU LaserEdge Elegant Matte Capital Starlit 140038
   d. 15/16“ x 1.2 mm REHAU LaserEdge Elegant Matte Casa Blanca 78919
   e. 15/16“ x 1.2 mm REHAU LaserEdge Elegant Matte Gaslit Alley 71436
   f. 15/16“ x 1.2 mm REHAU LaserEdge Elegant Matte High Low 78828
   g. 15/16“ x 1.2 mm REHAU LaserEdge Elegant Matte Maltese Mist 140986
   h. 15/16“ x 1.2 mm REHAU LaserEdge Elegant Matte Midnight Dash 140622
   i. 15/16“ x 1.2 mm REHAU LaserEdge Elegant Matte Olive Detour 140607
   j. 15‘16“ x 1.2 mm REHAU LaserEdge Elegant Matte Silver Lake 71407
   k. 15/16“ x 1.2 mm REHAU LaserEdge Elegant Matte Smoke Stack 140614
   l. 15/16“ x 1.2 mm REHAU LaserEdge Elegant Matte T rench Coat 140337
   m. 15/16“ x 1.2 mm REHAU LaserEdge Elegant Matte Platinum Sands C200838
   n. 15/16“ x 1.2 mm REHAU LaserEdge Elegant Matte Gimlet Haze C700208
   o. 15/16“ x 1.2 mm REHAU LaserEdge Elegant Matte Decoy Dusk C600897
   p. 15/16“ x 1.2 mm REHAU LaserEdge Elegant Matte Sierra Social C300357
   q. 15/16“ x 1.2 mm REHAU LaserEdge Elegant Matte T aupe Farewell C400815
03 Execution
3.1  Examination
 A. Do not begin installation until all products are properly prepared and hardware installed.
3.2  Installation
 A. Install in accordance to manufacturer’s instructions found in the RAUVISIO noir technical information using screw on European   
      concealed hinges.
3.3  Protection
 A. Protect installed product until completion of project.
 B. Remove peel coat after installation of product.
04 Links
 
4.1 RAUVISIO noir technical information
 www.rehau.com/downloads/1044082/rauvisio-noir-technical-information.pdf
4.2  RAUVISIO noir board limited warranty
 www.rehau.com/downloads/1532224/rauvisio-panel-and-finished-component-limited-warranty.pdf
4.3  RAUVISIO noir edgeband limited warranty
 www.rehau.com/downloads/734738/standard-purchase-terms-and-conditions.pdf
4.4  RAUVISIO noir
 na.rehau.com/noir","What is the recommended edgebanding product for RAUVISIO noir Monotonic Matte Surface Boards, and what are the specifications for each matching edgebanding option?","Hey, I'm trying to match some edgebanding with my RAUVISIO noir boards. Can you tell me which ones go together?"
